Frequency,User,Location,State,County,Last Confirmed,Monitored From,Strength (1-5),Notes,Mode,Licensee,Allocation,Profile,Transmitter Location,URL
46.3400,"Frederick County, MD Fire Ch. 2 - Dispatch",,MD,Frederick,,,,,,,,"Frederick, MD"
46.4200,"Frederick County, MD Fire Ch. 1 - Fireground",,MD,Frederick,,,,,,,,"Frederick, MD"
46.4400,"Frederick County, MD Fire Ch. 4",,MD,Frederick,,,,,,,,"Frederick, MD"
151.0700,"Frederick County, MD Forestry",,MD,Frederick,,,,,,,,"Frederick, MD"
151.2050,Gambrills State Park,,MD,Frederick,,,,,,,,"Frederick, MD"
153.8450,"Frederick County, MD Dispatch",,MD,Frederick,,,,,,,,"Frederick, MD"
155.0550,Frederick City LG,,MD,Frederick,,,,,,,,"Frederick, MD"
155.4900,"Frederick County, MD Fire - Police",,MD,Frederick,,,,,,,,"Frederick, MD"
165.0625,US Army Base Ft. Detrick Fire,Frederick,MD,Frederick,,,,,,,,"Frederick, MD"
171.4750,US Army Base Ft. Detrick Operations,Frederick,MD,Frederick,,,,,,,,"Frederick, MD"
406.3500,US Army Fort Detrick TRS,Frederick,MD,Frederick,,,,,,,,"Frederick, MD"
407.0750,US Army Fort Detrick TRS,Frederick,MD,Frederick,,,,,,,,"Frederick, MD"
408.5500,US Army Fort Detrick TRS,Frederick,MD,Frederick,,,,,,,,"Frederick, MD"
409.1500,US Army Fort Detrick TRS,Frederick,MD,Frederick,,,,,,,,"Frederick, MD"
419.6000,US Army Base Ft. Detrick Health Services,Frederick,MD,Frederick,,,,,,,,"Frederick, MD"
490.2625,"Frederick County, MD LG",,MD,Frederick,,,,,,,,"Frederick, MD"
154.1750,"Howard County, MD Fire Ch. ? - Training",,MD,Howard,,,,,,,,"Frederick, MD"
154.2200,"Howard County, MD Fire Ch. 2 - Fireground",,MD,Howard,,,,,,,,"Frederick, MD"
154.2500,"Howard County, MD Fire Ch. 1 - Dispatch",,MD,Howard,,,,,,,,"Frederick, MD"
155.1150,"Howard County, MD Fire Ch. 4 - Countywide",,MD,Howard,,,,,,,,"Frederick, MD"
155.3700,"Howard County, MD Police Ch. 3 - Tactical",,MD,Howard,,,,,,,,"Frederick, MD"
155.4600,"Howard County, MD Police Ch. 7 - Unit-to-Unit/Surveillance",,MD,Howard,,,,,,,,"Frederick, MD"
155.5950,"Howard County, MD Police Ch. 2 - Data/Emergencies/Special Events",,MD,Howard,,,,,,,,"Frederick, MD"
155.9250,"Howard County, MD Sheriff",,MD,Howard,,,,,,,,"Frederick, MD"
159.0900,"Howard County, MD Police Ch. 1 - Main",,MD,Howard,,,,,,,,"Frederick, MD"
461.6500,Johns Hopkins Applied Physics,Laurel,MD,Howard,,,,,,,,"Frederick, MD"
464.3250,Westvaco,Laurel,MD,Howard,,,,,,,,"Frederick, MD"
153.9500,"Montgomery County, MD Fire Ch. 2 - Dispatch",,MD,Montgomery,,,,,,,,"Frederick, MD"
154.1600,"Montgomery County, MD Fire Ch. 2 - Dispatch",,MD,Montgomery,,,,,,,,"Frederick, MD"
155.1000,"Montgomery County, MD Fire Ch. 4 - Countywide 1",,MD,Montgomery,,,,,,,,"Frederick, MD"
155.3400,"Montgomery County, MD Fire Ch. 5 - Fireground",,MD,Montgomery,,,,,,,,"Frederick, MD"
155.5200,"Montgomery County, MD Fire Ch. 3 - Investigation",,MD,Montgomery,,,,,,,,"Frederick, MD"
155.9850,"Montgomery County, MD Fire Ch. 4 - Countywide 2",,MD,Montgomery,,,,,,,,"Frederick, MD"
495.3375,"Montgomery County, MD Police Ch. 5 - Germantown District (Sectors M, N, P) ",,MD,Montgomery,,,,,,,,"Frederick, MD"
33.8600,"Washington County, MD Fire Ch. 1 - Dispatch",,MD,Washington,,,,,,,,"Frederick, MD"
33.8600,"Washington County, MD Fire Dispatch",,MD,Washington,,,,,,,,"Frederick, MD"
170.0500,Antietam National Battlefield (Washington County),,MD,Washington,,,,,,,,"Frederick, MD"
31.3400,Maryland DNR ,,MD,,,,,,,,,"Frederick, MD"
31.4600,Maryland DNR ,,MD,,,,,,,,,"Frederick, MD"
31.5000,Maryland DNR ,,MD,,,,,,,,,"Frederick, MD"
31.9000,Maryland DNR ,,MD,,,,,,,,,"Frederick, MD"
39.1000,Maryland State Police Statewide,,MD,,,,,,,,,"Frederick, MD"
39.2000,Maryland State Police Statewide,,MD,,,,,,,,,"Frederick, MD"
39.2200,Maryland State Marine Patrol,,MD,,,,,,,,,"Frederick, MD"
39.4000,Maryland State Police Barracks 'B' - Frederick,,MD,,,,,,,,,"Frederick, MD"
39.4200,Maryland State Police Barracks 'A' - Waterloo,,MD,,,,,,,,,"Frederick, MD"
39.5200,Maryland State Police Barracks 'G' - Westminster,,MD,,,,,,,,,"Frederick, MD"
39.6600,Maryland State Police Investigators,,MD,,,,,,,,,"Frederick, MD"
44.7400,Maryland State Police SysCom (Trooper Helicopter Operations) ,,MD,,,,,,,,,"Frederick, MD"
44.9000,Maryland State Police Emergency Management ,,MD,,,,,,,,,"Frederick, MD"
47.0200,"Maryland State Highway Administration Ch. ? - District 5 (Anne Arundel, Calvert, Charles, St. Mary's)",,MD,,,,,,,,,"Frederick, MD"
47.1000,"Maryland State Highway Administration Ch. ? - District 6 (Allegany, Garrett, Washington)",,MD,,,,,,,,,"Frederick, MD"
47.1200,"Maryland State Highway Administration Ch. ? - District 7 (Carroll, Frederick, Howard) ",,MD,,,,,,,,,"Frederick, MD"
47.1400,"Maryland State Highway Administration Ch. 4 - District 2 (Caroline, Cecil, Kent, Queen Anne's, Talbot)",,MD,,,,,,,,,"Frederick, MD"
